Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
1,1,2019-10-23,,NYK,W,120,111,42,83,.506,7,21,.333,29,36,.806,10,51,22,6,5,21,18,,44,94,.468,10,30,.333,13,18,.722,5,39,24,16,1,14,32
2,2,2019-10-26,,WAS,W,124,122,50,108,.463,10,28,.357,14,17,.824,21,53,29,6,7,9,19,,47,95,.495,16,34,.471,12,17,.706,8,41,30,3,8,12,15
3,3,2019-10-28,,POR,W,113,110,41,85,.482,7,22,.318,24,32,.750,7,50,25,5,9,18,19,,39,100,.390,10,33,.303,22,27,.815,9,49,19,4,8,10,27
4,4,2019-10-31,@,LAC,L,97,103,36,80,.450,7,21,.333,18,27,.667,9,49,15,6,5,19,28,,39,91,.429,5,26,.192,20,27,.741,11,47,16,9,1,11,23
5,5,2019-11-01,@,GSW,W,127,110,44,93,.473,13,35,.371,26,30,.867,16,52,23,4,2,11,19,,39,84,.464,13,28,.464,19,21,.905,7,39,25,4,2,11,22
6,6,2019-11-03,,LAL,L,96,103,33,83,.398,6,25,.240,24,29,.828,8,47,23,11,4,17,18,,42,87,.483,6,24,.250,13,19,.684,7,46,21,8,10,18,22
7,7,2019-11-05,@,ATL,L,100,108,38,91,.418,8,33,.242,16,23,.696,11,41,18,9,8,15,17,,43,90,.478,11,30,.367,11,16,.688,9,48,22,9,5,18,20
8,8,2019-11-07,,OKC,W,121,112,51,94,.543,9,20,.450,10,11,.909,12,47,32,5,3,13,21,,42,80,.525,10,21,.476,18,24,.750,4,31,26,7,2,13,14
9,9,2019-11-09,,BOS,L,115,135,39,99,.394,14,30,.467,23,30,.767,21,57,24,1,8,15,22,,48,94,.511,14,37,.378,25,28,.893,7,43,28,11,11,8,25
10,10,2019-11-11,,MEM,L,109,113,42,90,.467,12,30,.400,13,17,.765,7,42,29,4,4,13,17,,44,87,.506,11,28,.393,14,20,.700,9,47,32,7,5,11,20
11,11,2019-11-13,@,MIN,L,114,129,44,90,.489,3,17,.176,23,29,.793,10,44,24,4,4,11,23,,45,91,.495,11,34,.324,28,34,.824,13,50,25,11,4,10,25
12,12,2019-11-15,@,ORL,L,109,111,45,89,.506,13,26,.500,6,10,.600,8,41,23,8,8,11,25,,36,87,.414,12,29,.414,27,34,.794,14,48,22,6,5,10,13
13,13,2019-11-16,,POR,L,116,121,41,88,.466,5,18,.278,29,34,.853,7,43,25,8,7,10,17,,42,93,.452,13,39,.333,24,26,.923,9,48,21,2,4,12,20
14,14,2019-11-18,@,DAL,L,110,117,44,96,.458,8,24,.333,14,16,.875,17,48,18,6,2,9,18,,42,84,.500,17,41,.415,16,23,.696,9,41,28,4,3,13,19
15,15,2019-11-20,@,WAS,L,132,138,49,93,.527,12,32,.375,22,29,.759,12,41,32,8,8,12,13,,54,92,.587,18,30,.600,12,15,.800,6,38,37,4,3,17,20
16,16,2019-11-22,@,PHI,L,104,115,43,85,.506,6,18,.333,12,16,.750,3,32,21,6,3,11,15,,46,89,.517,10,26,.385,13,19,.684,13,51,32,8,4,15,21
17,17,2019-11-23,@,NYK,W,111,104,40,75,.533,12,23,.522,19,28,.679,9,47,26,7,3,22,17,,40,93,.430,15,40,.375,9,15,.600,10,37,30,12,3,11,22
18,18,2019-11-25,,LAL,L,104,114,41,88,.466,10,25,.400,12,15,.800,9,41,23,4,5,13,22,,44,89,.494,14,33,.424,12,18,.667,10,40,28,7,6,9,18
19,19,2019-11-27,,MIN,L,101,113,41,97,.423,5,29,.172,14,17,.824,8,46,25,4,8,6,18,,37,85,.435,18,40,.450,21,27,.778,7,53,28,4,6,11,19
20,20,2019-11-29,,LAC,W,107,97,40,93,.430,14,36,.389,13,14,.929,8,48,28,8,8,9,15,,36,92,.391,12,33,.364,13,13,1.000,9,48,23,6,5,14,17
21,21,2019-12-01,@,DET,L,98,132,36,88,.409,7,26,.269,19,22,.864,7,31,20,11,6,8,15,,52,88,.591,15,31,.484,13,18,.722,11,50,33,5,5,15,14
22,22,2019-12-03,,HOU,W,135,133,50,106,.472,13,30,.433,22,32,.688,12,56,35,10,8,20,27,,42,111,.378,15,51,.294,34,36,.944,18,60,22,11,7,17,30
23,23,2019-12-06,,SAC,W,105,104,41,96,.427,11,32,.344,12,17,.706,13,52,25,10,5,16,16,,40,102,.392,9,34,.265,15,18,.833,16,52,19,10,3,14,20
24,24,2019-12-12,,CLE,L,109,117,42,86,.488,5,16,.313,20,25,.800,2,36,19,11,7,12,21,,44,96,.458,15,45,.333,14,20,.700,11,50,22,6,3,18,22
25,25,2019-12-14,@,PHO,W,121,119,44,106,.415,8,30,.267,25,34,.735,10,62,23,6,9,11,22,,45,103,.437,10,40,.250,19,26,.731,6,59,29,5,5,10,24
26,26,2019-12-16,@,HOU,L,107,109,39,91,.429,12,33,.364,17,20,.850,8,53,23,5,4,18,22,,40,98,.408,11,43,.256,18,27,.667,14,58,20,9,6,12,19
27,27,2019-12-19,,BRK,W,118,105,43,96,.448,13,33,.394,19,23,.826,13,47,26,10,8,11,19,,35,83,.422,7,36,.194,28,30,.933,6,47,16,9,3,18,21
28,28,2019-12-21,,LAC,L,109,134,42,82,.512,10,28,.357,15,19,.789,4,36,24,5,8,18,20,,54,99,.545,12,36,.333,14,19,.737,13,43,32,11,2,11,19
29,29,2019-12-23,@,MEM,W,145,115,60,89,.674,15,24,.625,10,14,.714,4,46,36,9,4,12,14,,45,96,.469,15,37,.405,10,16,.625,11,35,28,7,0,13,19
30,30,2019-12-26,@,DAL,L,98,102,40,83,.482,8,29,.276,10,15,.667,5,45,18,9,7,13,16,,38,90,.422,16,40,.400,10,15,.667,13,52,22,7,3,14,11
31,31,2019-12-28,,DET,W,136,109,53,93,.570,18,35,.514,12,15,.800,7,51,30,8,7,11,20,,40,90,.444,12,36,.333,17,30,.567,10,40,20,9,5,11,15
32,32,2019-12-31,,GSW,W,117,113,45,96,.469,14,31,.452,13,17,.765,10,53,30,6,6,10,18,,44,96,.458,12,27,.444,13,18,.722,9,44,31,5,6,8,14
33,33,2020-01-02,,OKC,L,103,109,40,92,.435,13,31,.419,10,12,.833,14,45,22,1,8,8,22,,43,89,.483,9,25,.360,14,20,.700,8,43,19,7,6,4,14
34,34,2020-01-04,@,MIL,L,118,127,38,92,.413,11,32,.344,31,34,.912,11,50,20,7,0,8,20,,43,87,.494,17,45,.378,24,33,.727,7,49,23,4,10,9,22
35,35,2020-01-06,,MIL,W,126,104,45,88,.511,19,35,.543,17,19,.895,10,54,23,4,2,11,16,,38,95,.400,15,45,.333,13,14,.929,10,38,24,5,5,8,15
36,36,2020-01-08,@,BOS,W,129,114,48,87,.552,9,29,.310,24,26,.923,8,49,28,9,6,14,25,,37,89,.416,13,38,.342,27,30,.900,8,39,26,7,2,15,20
37,37,2020-01-10,@,MEM,L,121,134,42,87,.483,17,40,.425,20,23,.870,5,37,29,3,6,11,17,,52,100,.520,16,38,.421,14,16,.875,11,49,39,5,6,8,20
38,38,2020-01-12,@,TOR,W,105,104,38,87,.437,7,32,.219,22,30,.733,9,51,24,6,5,11,11,,39,96,.406,17,48,.354,9,11,.818,8,45,30,7,3,11,23
39,39,2020-01-15,@,MIA,L,100,106,39,89,.438,10,33,.303,12,15,.800,6,41,22,8,4,8,17,,41,88,.466,17,40,.425,7,13,.538,8,49,26,4,5,9,14
40,40,2020-01-17,,ATL,L,120,121,45,98,.459,8,29,.276,22,23,.957,14,48,28,12,6,15,27,,41,82,.500,19,40,.475,20,27,.741,8,43,21,10,6,19,18
41,41,2020-01-19,,MIA,W,107,102,36,85,.424,12,33,.364,23,24,.958,9,43,27,5,4,11,18,,37,86,.430,10,34,.294,18,20,.900,10,47,23,8,3,9,19
42,42,2020-01-20,@,PHO,W,120,118,43,87,.494,17,31,.548,17,22,.773,6,31,30,12,7,8,23,,42,80,.525,8,22,.364,26,30,.867,8,43,26,3,3,14,19
43,43,2020-01-22,@,NOP,W,121,117,45,89,.506,11,27,.407,20,25,.800,9,44,17,7,4,11,23,,39,84,.464,14,36,.389,25,32,.781,8,41,26,6,3,14,21
44,44,2020-01-24,,PHO,L,99,103,33,78,.423,5,25,.200,28,33,.848,10,43,19,9,8,14,22,,39,84,.464,8,29,.276,17,21,.810,10,42,25,6,4,13,27
45,45,2020-01-26,,TOR,L,106,110,34,82,.415,16,37,.432,22,24,.917,7,48,27,5,8,16,15,,41,99,.414,16,50,.320,12,15,.800,14,50,31,11,2,8,22
46,46,2020-01-27,@,CHI,L,109,110,38,82,.463,10,25,.400,23,34,.676,12,47,21,2,6,11,12,,42,93,.452,14,37,.378,12,15,.800,14,50,28,8,2,9,23
47,47,2020-01-29,,UTA,W,127,120,46,82,.561,8,31,.258,27,30,.900,4,35,23,5,2,9,27,,37,84,.440,14,38,.368,32,46,.696,12,43,18,4,0,13,22
48,48,2020-02-01,,CHO,W,114,90,45,87,.517,10,28,.357,14,21,.667,7,44,27,13,2,10,14,,35,83,.422,10,36,.278,10,12,.833,6,37,29,5,7,17,18
49,49,2020-02-03,@,LAC,L,105,108,40,95,.421,12,37,.324,13,16,.813,6,46,21,5,9,6,20,,39,84,.464,11,27,.407,19,24,.792,5,51,28,3,2,12,18
50,50,2020-02-04,@,LAL,L,102,129,40,91,.440,13,27,.481,9,15,.600,7,28,21,6,2,6,16,,50,85,.588,12,28,.429,17,25,.680,12,58,28,5,4,14,15
51,51,2020-02-06,@,POR,L,117,125,41,92,.446,10,28,.357,25,28,.893,8,39,25,9,3,4,10,,49,92,.533,18,37,.486,9,12,.750,9,50,28,2,6,12,19
52,52,2020-02-08,@,SAC,L,102,122,41,81,.506,7,24,.292,13,18,.722,8,41,23,7,4,14,22,,45,86,.523,19,35,.543,13,20,.650,8,39,25,6,2,10,16
53,53,2020-02-10,@,DEN,L,120,127,41,85,.482,16,32,.500,22,25,.880,9,36,33,7,1,10,17,,45,80,.563,18,35,.514,19,23,.826,9,37,34,7,5,10,16
54,54,2020-02-11,@,OKC,W,114,106,41,84,.488,7,25,.280,25,27,.926,7,46,20,9,7,11,19,,39,85,.459,11,31,.355,17,21,.810,6,35,19,8,2,13,24
55,55,2020-02-21,@,UTA,W,113,104,40,91,.440,10,20,.500,23,26,.885,7,48,22,12,7,6,20,,35,82,.427,12,33,.364,22,26,.846,6,47,25,4,6,17,18
56,56,2020-02-23,@,OKC,L,103,131,38,103,.369,11,38,.289,16,19,.842,14,43,27,5,1,9,23,,50,87,.575,10,22,.455,21,24,.875,6,54,28,7,7,12,17
57,57,2020-02-26,,DAL,L,103,109,39,92,.424,11,33,.333,14,19,.737,13,55,22,8,7,15,21,,36,86,.419,17,45,.378,20,30,.667,5,43,25,11,9,15,20
58,58,2020-02-29,,ORL,W,114,113,44,84,.524,14,31,.452,12,16,.750,4,31,28,11,5,17,20,,41,84,.488,15,37,.405,16,23,.696,10,41,28,9,5,18,16
59,59,2020-03-02,,IND,L,111,116,40,77,.519,16,32,.500,15,19,.789,3,33,21,6,5,14,19,,39,78,.500,15,31,.484,23,26,.885,6,40,22,9,5,13,20
60,60,2020-03-03,@,CHO,W,104,103,38,80,.475,11,32,.344,17,20,.850,6,33,25,12,5,10,16,,39,82,.476,12,29,.414,13,18,.722,14,46,25,4,2,17,16
61,61,2020-03-06,@,BRK,L,120,139,43,92,.467,10,34,.294,24,27,.889,2,38,25,3,5,6,20,,51,96,.531,15,36,.417,22,31,.710,9,52,32,1,2,7,22
62,62,2020-03-08,@,CLE,L,129,132,43,98,.439,10,26,.385,33,36,.917,6,44,20,15,6,9,34,,43,94,.457,13,34,.382,33,45,.733,14,60,26,4,4,18,24
63,63,2020-03-10,,DAL,W,119,109,46,89,.517,15,32,.469,12,15,.800,6,40,32,11,10,11,15,,42,92,.457,17,44,.386,8,11,.727,7,42,23,8,3,14,19